rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-0.419063,-0.979071,-1.39134,-0.152986,-0.117298,0.105849
-0.378057,-0.94657,-1.48827,-0.17998,-0.143992,0.101044
-0.378105,-0.92054,-1.55748,-0.178597,-0.162975,0.106601
-0.396288,-0.902517,-1.63004,-0.152187,-0.144167,0.138424
-0.345488,-0.913364,-1.71383,-0.114696,-0.115774,0.168851
-0.226342,-0.932166,-1.75491,-0.0777804,-0.103415,0.181623
-0.188467,-0.97625,-1.77635,-0.0479297,-0.0912055,0.163533
-0.186692,-1.06281,-1.79876,-0.0330122,-0.0814465,0.122396
-0.211384,-1.11154,-1.81001,-0.0397099,-0.0933185,0.0981054
-0.275121,-1.11194,-1.86482,-0.0649746,-0.097217,0.0843174
-0.352146,-1.11947,-1.89092,-0.0877037,-0.0894052,0.0536193
-0.454249,-1.11979,-1.89178,-0.100464,-0.0631288,0.038929
-0.526627,-1.1055,-1.90895,-0.110418,-0.0336514,0.0526603
-0.514579,-1.04035,-1.9395,-0.116576,-0.0195982,0.0751172
-0.472615,-1.03254,-2.01738,-0.0992928,0.0105152,0.0839063
-0.43363,-1.04417,-2.0309,-0.0571348,0.056761,0.10504
-0.376712,-1.08999,-1.99795,-0.029248,0.133542,0.104313
-0.375727,-1.09239,-1.91675,-0.0299043,0.184532,0.0685486
-0.435233,-1.08398,-1.89005,-0.0738932,0.209707,-0.0165063
-0.500041,-1.06251,-1.88441,-0.128414,0.183794,-0.0810676
-0.594152,-0.9652,-1.8542,-0.164379,0.12937,-0.0759259
-0.69672,-0.83918,-1.80944,-0.166609,0.0919101,-0.0362149
-0.807556,-0.744092,-1.76815,-0.130559,0.074184,0.0192131
-0.878769,-0.733643,-1.75485,-0.0734932,0.0979225,0.046777
-0.886145,-0.80448,-1.74365,-0.0127088,0.145196,0.0542166
-0.813194,-0.83477,-1.70111,0.014113,0.188308,0.0588059
-0.684463,-0.820054,-1.72478,-0.00542831,0.213932,0.0162782
-0.528559,-0.839969,-1.71153,-0.0412531,0.21272,-0.0832065
-0.426542,-0.884861,-1.69248,-0.0611803,0.224792,-0.158883
-0.385362,-0.877144,-1.6572,-0.0673208,0.227875,-0.160783
-0.409438,-0.831192,-1.6299,-0.0710573,0.209893,-0.121232
-0.495662,-0.801879,-1.56404,-0.0649869,0.170372,-0.0787059
-0.59876,-0.817768,-1.51212,-0.047417,0.143191,-0.0364573
-0.629327,-0.840026,-1.48687,-0.0379107,0.121294,0.00965577
-0.581479,-0.848241,-1.47999,-0.0391519,0.126235,0.0487725
-0.496124,-0.872424,-1.45424,-0.0461093,0.148588,0.0671245
-0.38292,-0.908593,-1.45235,-0.0378995,0.176011,0.0790153
-0.248336,-0.995756,-1.45909,-0.0237471,0.197441,0.0557433
-0.0387427,-1.11628,-1.45215,-0.00886473,0.218075,-0.0405711
0.167699,-1.252,-1.43245,-0.00335461,0.232364,-0.170703
